"date_dt","c_agent","contract","doc","division","frc","nom_g","div_frc","nom_frc","amount"
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,239609.63
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,128024.12
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,75389.11
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,41752.05
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,3212.58
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,4717.84
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,30929.06
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,6389.89
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2476.66
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,5141.3
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,52552.92
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,18564.55
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,7571.93
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,72054.9
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,44216.16
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,6941.17
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,507488.5
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,4975.49
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,638221.34
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,106155.1
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,7886.6
2025-01-31 14:36:00.000,ИЖСТАЛЬ ПАО,Договор №АТП-П 126/14 от 30.06.14г.,"Реализация (акт, накладная, УПД) 00БП-000210 от 31.01.2025 14:36:46","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,46560.92
2025-01-31 14:36:00.000,Чепецкий механический завод АО,Договор №АТП-П 111/14 от 15.11.13г.,"Реализация (акт, накладная, УПД) 00БП-000212 от 31.01.2025 14:36:48","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,34899
2025-01-31 14:36:00.000,Чепецкий механический завод АО,Договор №АТП-П 111/14 от 15.11.13г.,"Реализация (акт, накладная, УПД) 00БП-000212 от 31.01.2025 14:36:48","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2734.32
2025-01-31 14:36:00.000,Чепецкий механический завод АО,Договор №АТП-П 111/14 от 15.11.13г.,"Реализация (акт, накладная, УПД) 00БП-000212 от 31.01.2025 14:36:48","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,48011.04
2025-01-31 14:36:00.000,Чепецкий механический завод АО,Договор №АТП-П 111/14 от 15.11.13г.,"Реализация (акт, накладная, УПД) 00БП-000212 от 31.01.2025 14:36:48","16 ПАО ""Ижсталь""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,478820.72
2025-01-31 14:36:00.000,РЗ ОЦМ ПАО,Договор №АТП-П 041/13 от 27.11.12г.,"Реализация (акт, накладная, УПД) 00БП-000219 от 31.01.2025 14:36:55","19 ПАО ""РЗ ОЦМ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,94602.28
2025-01-31 14:36:00.000,РЗ ОЦМ ПАО,Договор №АТП-П 041/13 от 27.11.12г.,"Реализация (акт, накладная, УПД) 00БП-000219 от 31.01.2025 14:36:55","19 ПАО ""РЗ ОЦМ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,147000.03
2025-01-31 14:36:00.000,ЕЗ ОЦМ АО,Договор №АТП-П 248/17 от 19.04.17г.,"Реализация (акт, накладная, УПД) 00БП-000220 от 31.01.2025 14:36:56","19 ПАО ""РЗ ОЦМ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1795.18
2025-01-31 14:36:00.000,ЕЗ ОЦМ АО,Договор №АТП-П 248/17 от 19.04.17г.,"Реализация (акт, накладная, УПД) 00БП-000220 от 31.01.2025 14:36:56","19 ПАО ""РЗ ОЦМ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,10016.23
2025-01-31 14:36:00.000,ЕЗ ОЦМ АО,Договор №АТП-П 248/17 от 19.04.17г.,"Реализация (акт, накладная, УПД) 00БП-000220 от 31.01.2025 14:36:56","19 ПАО ""РЗ ОЦМ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1288.04
2025-01-31 14:36:00.000,УТФИ ЗАО,Договор № АТП-П 448/24 от 31.05.2024,"Реализация (акт, накладная, УПД) 00БП-000221 от 31.01.2025 14:36:57","19 ПАО ""РЗ ОЦМ""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1368
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,744.78
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,12909.38
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,96.79
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,331.84
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1855.24
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1289.7
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,5850.62
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1461.52
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,126.58
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,82.69
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,490.09
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,154.73
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,88.6
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,6596.17
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,210.49
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,863.31
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1787.58
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,231.95
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,133.02
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,133.02
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,12.63
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,98.29
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,158.33
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,35764.72
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,375.85
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,74.14
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,486.08
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,530.09
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,75.5
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,866.34
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1031.42
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,24.02
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,249.74
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,1171.17
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,225.68
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,593.93
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,803.99
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,103.85
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,97.73
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,819.2
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,185.11
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,526.24
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,17.12
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,354.42
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,286.28
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,774.33
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,75.77
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,887.33
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,911.56
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,76.93
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,548.91
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,2653.07
2025-01-31 14:37:00.000,ХИМТЕХ-Р ООО,Договор №АТП-П 165/15 от 07.09.15г.,"Реализация (акт, накладная, УПД) 00БП-000228 от 31.01.2025 14:37:04","27 ООО ""Химтех-Р""",Оценка и технический контроль,"01-1. Контроль качества продукции",Оценка и технический контроль,Оценка и технический контроль,76.93
